dataset_variant,model,split,encounter_id,similarity_score,rouge_l,chrf,token_f1,bertscore_f1
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00024,0.74995,0.0,0.1729406208196581,0.0,0.6822354197502136
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00025,0.690833,0.06,0.0711106331187807,0.0681818181818181,0.615295946598053
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00026,0.691121,0.099009900990099,0.0877142439134611,0.0666666666666666,0.6706925630569458
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00027,0.690646,0.0361010830324909,0.1735072970559263,0.0163934426229508,0.6318609118461609
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00028,0.672146,0.1346153846153846,0.231085025208515,0.1978021978021978,0.708036482334137
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00029,0.734341,0.0,0.0364141011218872,0.0,0.6027197241783142
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00030,0.615759,0.048780487804878,0.2021627449529436,0.0526315789473684,0.6842375993728638
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00031,0.663624,0.0,0.0954349012670632,0.0,0.6095404028892517
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00032,0.68533,0.2222222222222222,0.2594951727980596,0.25,0.6956849694252014
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00033,0.703852,0.0625,0.1943968272875118,0.1333333333333333,0.6775859594345093
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00034,0.661461,0.0416666666666666,0.1580220793293696,0.0952380952380952,0.6654911041259766
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00035,0.643941,0.0333333333333333,0.1481608864305113,0.0,0.6134798526763916
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00036,0.681984,0.075,0.118345229033309,0.0547945205479452,0.6503507494926453
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00037,0.754456,0.0512820512820512,0.1715602453734006,0.0,0.6209536790847778
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00038,0.414315,0.08,0.0840081334946037,0.0779220779220779,0.6473473310470581
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00039,0.677663,0.1304347826086956,0.26176215788932,0.1025641025641025,0.669495701789856
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00040,0.69119,0.1142857142857143,0.2463669483419274,0.2258064516129032,0.703328549861908
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00041,0.71713,0.0606060606060606,0.1701144801854085,0.0,0.669365406036377
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00042,0.677016,0.1066666666666666,0.1393809233198013,0.088235294117647,0.6856885552406311
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00043,0.716551,0.0930232558139534,0.1671936639846624,0.1066666666666666,0.6610361933708191
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00044,0.592485,0.0,0.1942149372975024,0.0,0.6511952877044678
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00045,0.645878,0.0,0.0280246088147437,0.0,0.6341140866279602
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00046,0.627411,0.0,0.0717435341548991,0.0,0.6244725584983826
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00047,0.72281,0.1818181818181818,0.2049057383264393,0.1379310344827586,0.6701085567474365
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00048,0.707493,0.074074074074074,0.2134395821346529,0.12,0.7039322257041931
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00049,0.731325,0.1238938053097345,0.1897262302357966,0.0952380952380952,0.6726222038269043
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00050,0.749367,0.0689655172413793,0.1339368708039204,0.0425531914893617,0.6060355305671692
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00051,0.609775,0.0,0.1408023670822078,0.0,0.6622175574302673
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00052,0.655985,0.0,0.0818840079597869,0.0,0.639117419719696
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00053,0.665082,0.05,0.2316471829409525,0.054054054054054,0.6902458667755127
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00054,0.685824,0.0229885057471264,0.038402399617659,0.025,0.5793591737747192
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00055,0.691022,0.1538461538461538,0.1515614630549757,0.0909090909090909,0.6791301369667053
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00056,0.685172,0.144927536231884,0.2594795632991077,0.1269841269841269,0.6484724879264832
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00057,0.635884,0.1733333333333333,0.3342642933754133,0.1481481481481481,0.6999889016151428
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00058,0.665961,0.0,0.1920735516627645,0.0,0.6924781799316406
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00059,0.722098,0.0533333333333333,0.2430004479393746,0.0634920634920634,0.6714878082275391
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00060,0.694853,0.0808080808080808,0.1884967401928884,0.064516129032258,0.6470580697059631
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00061,0.753911,0.175,0.1671713552161487,0.0857142857142857,0.6363681554794312
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00062,0.580266,0.1132075471698113,0.2574652382583666,0.0869565217391304,0.6861410140991211
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00063,0.665433,0.238095238095238,0.2005674613035312,0.2352941176470588,0.7377572655677795
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00064,0.721828,0.3333333333333333,0.2504972529758472,0.375,0.7224674224853516
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00065,0.763296,0.037037037037037,0.0298602301908721,0.058252427184466,0.6445209383964539
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00066,0.708242,0.0346820809248554,0.0190521817402152,0.0258064516129032,0.5792576670646667
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00067,0.710268,0.0465116279069767,0.1298568767089538,0.054054054054054,0.6807949542999268
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00068,0.654768,0.0784313725490196,0.2067097391373383,0.0888888888888888,0.6232151985168457
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00069,0.615592,0.1142857142857142,0.2524165320133241,0.2580645161290323,0.7115035057067871
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00070,0.556834,0.074074074074074,0.0539766562832262,0.0909090909090909,0.7048699855804443
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00071,0.701364,0.1428571428571428,0.1004042116749137,0.0,0.6903663873672485
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00072,0.660122,0.1538461538461538,0.1585386065079509,0.24,0.724368155002594
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00073,0.611859,0.0,0.0118684238630092,0.0,0.5574533343315125
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00074,0.747016,0.0769230769230769,0.1169286874633923,0.0869565217391304,0.6356319785118103
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00075,0.646276,0.0,0.1609627502602789,0.0,0.6407755613327026
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00076,0.687453,0.0,0.1074900812513467,0.0,0.6403506398200989
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00077,0.636686,0.2,0.1816524844415262,0.0833333333333333,0.7158976197242737
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00078,0.633371,0.0344827586206896,0.1384041896618597,0.037037037037037,0.6073375940322876
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00079,0.689719,0.1052631578947368,0.1343887259170343,0.1111111111111111,0.6602504849433899
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00080,0.738013,0.1212121212121212,0.2363891696152014,0.1166666666666666,0.6419541239738464
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00081,0.707639,0.1176470588235294,0.1885151760283793,0.0689655172413793,0.678377628326416
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00082,0.666835,0.1194029850746268,0.1632751635566179,0.0999999999999999,0.680648684501648
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00083,0.710249,0.097560975609756,0.1889163589129861,0.1052631578947368,0.6454259753227234
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00084,0.658662,0.0,0.0228685323938657,0.0,0.5992943644523621
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00085,0.689152,0.0769230769230769,0.2053834778362964,0.0869565217391304,0.6979736089706421
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00086,0.747942,0.0,0.1568844693651179,0.0,0.6875661015510559
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00087,0.614817,0.0555555555555555,0.0270198918348146,0.0416666666666666,0.6374557614326477
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00088,0.648421,0.08,0.0718412812607512,0.0434782608695652,0.6253875494003296
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00089,0.664797,0.0305343511450381,0.0293688735295727,0.0344827586206896,0.6156342029571533
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00090,0.718486,0.1939393939393939,0.3476793316521711,0.1768707482993197,0.7066928148269653
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00091,0.679103,0.037037037037037,0.0948422698681258,0.0,0.6256978511810303
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00092,0.735784,0.1481481481481481,0.1541105332378868,0.2608695652173913,0.6632397770881653
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00093,0.709439,0.0,0.1418200705700218,0.0,0.7137663960456848
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00094,0.74334,0.0,0.1348141846064855,0.0,0.6082952618598938
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00095,0.656409,0.0833333333333333,0.0875861717649729,0.0327868852459016,0.6246923208236694
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00096,0.688125,0.1052631578947368,0.1368818706395816,0.0606060606060606,0.6915388703346252
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00097,0.760048,0.074074074074074,0.2572872299966167,0.0769230769230769,0.6743778586387634
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00098,0.71497,0.1071428571428571,0.1660565109263373,0.1599999999999999,0.6436566710472107
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00099,0.642465,0.0384615384615384,0.1157221871089564,0.0454545454545454,0.6612659096717834
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00100,0.672076,0.1403508771929824,0.3067685585194711,0.116504854368932,0.6976157426834106
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00101,0.745621,0.1132075471698113,0.2259443782149112,0.0454545454545454,0.6491284370422363
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00102,0.707557,0.0588235294117647,0.1802675008917149,0.0689655172413793,0.6688796877861023
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00103,0.710509,0.0583941605839416,0.1627004962210922,0.056910569105691,0.6228444576263428
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00104,0.735078,0.0225563909774436,0.0951582329474189,0.017094017094017,0.6122027635574341
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00105,0.602926,0.0747663551401869,0.1084732654888339,0.0652173913043478,0.6560726165771484
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00106,0.633711,0.0909090909090909,0.1365216240590076,0.0842105263157894,0.6403155326843262
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00107,0.688104,0.0,0.0285001029325883,0.0,0.5913933515548706
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00108,0.697648,0.25,0.3336322739782822,0.2857142857142857,0.7506069540977478
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00109,0.726259,0.1403508771929824,0.2436148478675865,0.0727272727272727,0.6474432945251465
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00110,0.711221,0.0425531914893617,0.0214981992860798,0.0476190476190476,0.5762316584587097
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00111,0.710333,0.0555555555555555,0.1208605340569878,0.0606060606060606,0.6087042689323425
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00112,0.753771,0.0444444444444444,0.0595858656444577,0.0512820512820512,0.6363411545753479
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00113,0.695388,0.0,0.0479446445793835,0.0,0.6193538308143616
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00114,0.692997,0.1052631578947368,0.2320784283070532,0.1111111111111111,0.687698245048523
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00115,0.716559,0.0,0.1099910888985106,0.0,0.6215729117393494
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00116,0.711617,0.1052631578947368,0.2205325465154225,0.0657894736842105,0.6619107723236084
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00117,0.550271,0.1276595744680851,0.2499049448582399,0.1363636363636363,0.6627759337425232
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00118,0.692238,0.0465116279069767,0.051059407853015,0.0526315789473684,0.6369799375534058
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00119,0.716041,0.108695652173913,0.2524212753023013,0.1204819277108433,0.6396722197532654
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00120,0.684113,0.0,0.0587512202176506,0.0,0.608568549156189
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00121,0.74336,0.1682242990654205,0.2682695247052739,0.1363636363636363,0.6817455291748047
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00122,0.71729,0.0952380952380952,0.1355023892999853,0.0533333333333333,0.6550646424293518
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00123,0.756679,0.123076923076923,0.2405119025337965,0.1666666666666666,0.6689499020576477
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00124,0.723752,0.0888888888888888,0.1478042219447793,0.0526315789473684,0.6860678195953369
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00125,0.688696,0.05,0.0963915116831534,0.0555555555555555,0.6626646518707275
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00126,0.734765,0.0,0.0854776065504734,0.0,0.6562975645065308
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00127,0.66073,0.0666666666666666,0.0874751476280165,0.074074074074074,0.6365131139755249
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00128,0.700546,0.0952380952380952,0.132584542932482,0.1081081081081081,0.6605217456817627
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00129,0.721426,0.0223463687150837,0.0217372131485982,0.0246913580246913,0.6014805436134338
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00130,0.534936,0.1818181818181818,0.160693757096912,0.1333333333333333,0.6973861455917358
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00131,0.716965,0.0805860805860805,0.132610663194285,0.0573770491803278,0.6174527406692505
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00132,0.678279,0.2040816326530612,0.2113420881280998,0.1777777777777777,0.6850184798240662
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00133,0.69378,0.1052631578947368,0.1493224890308621,0.1176470588235294,0.7192450761795044
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00134,0.681619,0.1290322580645161,0.1448319610898946,0.1379310344827586,0.6321310997009277
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00135,0.697364,0.1951219512195122,0.2034756301900497,0.1621621621621621,0.671544075012207
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00136,0.63652,0.065040650406504,0.144036266133465,0.0761904761904762,0.6206303238868713
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00137,0.646401,0.0,0.2386060026459563,0.0,0.6762216687202454
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00138,0.644003,0.1212121212121212,0.1980555852330836,0.2,0.6341899037361145
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00139,0.721813,0.0,0.1470733922303246,0.0,0.6939256191253662
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00140,0.692559,0.0,0.059525647773199,0.0,0.5949455499649048
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00141,0.64324,0.0930232558139534,0.1324550530052742,0.1052631578947368,0.6525416970252991
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00142,0.619107,0.0,0.118958474077346,0.0,0.6623247265815735
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00143,0.680269,0.0969696969696969,0.0908753733581292,0.1134751773049645,0.6640821695327759
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00144,0.710654,0.2162162162162162,0.0790851921531277,0.2285714285714285,0.6585151553153992
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00145,0.674005,0.1515151515151515,0.0721007184514503,0.135593220338983,0.6659761071205139
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00146,0.708547,0.0571428571428571,0.0692625088451236,0.0606060606060606,0.6785444021224976
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00147,0.751065,0.08,0.1414665397012847,0.0952380952380952,0.7113870978355408
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00148,0.686178,0.1372549019607843,0.2747203489472443,0.1276595744680851,0.6593993306159973
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00149,0.69867,0.1842105263157895,0.2662718587702083,0.1269841269841269,0.688898503780365
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00150,0.693063,0.0909090909090909,0.1008580175874433,0.1,0.6863588690757751
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00151,0.687291,0.1139240506329113,0.0948702036257864,0.1118881118881118,0.6614334583282471
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00152,0.69226,0.1388888888888889,0.1751409348469462,0.0923076923076923,0.69549959897995
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00153,0.688803,0.1408450704225352,0.2443221955648155,0.1290322580645161,0.6852176189422607
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00154,0.59575,0.2727272727272727,0.2493696804605486,0.2105263157894737,0.6736695766448975
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00155,0.692535,0.125,0.1742564971200076,0.0697674418604651,0.6233693361282349
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00156,0.725521,0.2,0.2549119239802082,0.2608695652173913,0.6629220843315125
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00157,0.745589,0.0545454545454545,0.2289466634150448,0.0612244897959183,0.6443975567817688
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00158,0.716857,0.0,0.1740533682947143,0.0,0.6198670864105225
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00159,0.733705,0.0496894409937888,0.114595011916511,0.0419580419580419,0.6157140135765076
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00160,0.650229,0.0,0.0660180451851823,0.0,0.6696008443832397
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00161,0.722646,0.1,0.0838627422777386,0.0571428571428571,0.6428490877151489
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00162,0.715739,0.0794701986754966,0.1418488152884603,0.1052631578947368,0.6196050047874451
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00163,0.704458,0.0909090909090909,0.0398602436321371,0.0526315789473684,0.5685816407203674
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00164,0.673543,0.0,0.1341127646936056,0.0,0.6476517915725708
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00165,0.707219,0.1428571428571428,0.22918445116671,0.1538461538461538,0.6513861417770386
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00166,0.791588,0.0,0.0571895424836601,0.0,0.6620689034461975
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00167,0.714385,0.0975609756097561,0.1273304541272008,0.1176470588235294,0.6886510848999023
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00168,0.702508,0.0930232558139535,0.1792871382195763,0.0526315789473684,0.6700181365013123
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00169,0.664729,0.1,0.125054573305646,0.0588235294117647,0.6973400712013245
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00170,0.682551,0.1123595505617977,0.0666322877945603,0.1333333333333333,0.6691160202026367
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00171,0.696421,0.196078431372549,0.2598387041343104,0.1777777777777777,0.668506383895874
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00172,0.694516,0.1318681318681318,0.2009993741908504,0.160919540229885,0.69041508436203
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00173,0.736603,0.0,0.0580230942197054,0.0,0.5803452134132385
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00174,0.678723,0.0,0.1286130100798184,0.0,0.6503666043281555
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00175,0.685125,0.1818181818181818,0.4075044179077599,0.1428571428571428,0.7465410232543945
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00176,0.658602,0.1764705882352941,0.1147068925141715,0.1481481481481481,0.6883343458175659
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00177,0.633354,0.0560747663551401,0.2348692658058884,0.0947368421052631,0.6229312419891357
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00178,0.761964,0.0869565217391304,0.232971037065843,0.0,0.6634679436683655
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00179,0.654797,0.0784313725490196,0.1235730482202755,0.0851063829787234,0.6428958177566528
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00180,0.698263,0.05,0.075007998635395,0.0289855072463768,0.6384907364845276
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00181,0.690732,0.1333333333333333,0.2334170518068039,0.1194029850746268,0.702162504196167
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00182,0.598817,0.0392156862745098,0.1819215660072402,0.0444444444444444,0.6735180020332336
longest_answer,retrieval_multimodal/multimodal_alpha0.60_results,train,ENC00183,0.716683,0.0599999999999999,0.0331040784904582,0.0454545454545454,0.6288096308708191
